PROGRESSIVO;CITTADINANZA_DESC;TIPO_CITTADINANZA_DESC;FACOLTA_DESC;CDS_DESC;TIPO_CORSO_DES;TipoAbbomanento;COMUNE_RESIDENZA_DESC;PROVINCIA_RESIDENZA_DESC;REGIONE_RESIDENZA_DESC;NAZIONE_RESIDENZA_DESC
6706;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OpenMove;Paese;Treviso;Veneto;ITALIA
6707;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Marano di Valpolicella;Verona;Veneto;ITALIA
6708;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Mantova;Mantova;Lombardia;ITALIA
6709;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Santorso;Vicenza;Veneto;ITALIA
6710;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Aldeno;Trento;Trentino Alto Adige;ITALIA
6711;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Ronchi Valsugana;Trento;Trentino Alto Adige;ITALIA
6712;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OpenMove;Castel d'Azzano;Verona;Veneto;ITALIA
6713;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Marostica;Vicenza;Veneto;ITALIA
6714;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
6715;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6716;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Lavis;Trento;Trentino Alto Adige;ITALIA
6717;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;San Michele All'Adige;Trento;Trentino Alto Adige;ITALIA
6718;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6719;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Lavis;Trento;Trentino Alto Adige;ITALIA
6720;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Tenna;Trento;Trentino Alto Adige;ITALIA
6721;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6722;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Rivoli Veronese;Verona;Veneto;ITALIA
6723;MACEDONIA;Extracomunitaria;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Levico Terme;Trento;Trentino Alto Adige;ITALIA
6724;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Spera;Trento;Trentino Alto Adige;ITALIA
6725;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Villa Lagarina;Trento;Trentino Alto Adige;ITALIA
6726;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Ala;Trento;Trentino Alto Adige;ITALIA
6727;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Castello-Molina di Fiemme;Trento;Trentino Alto Adige;ITALIA
6728;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;MADRUZZO;Trento;Trentino Alto Adige;ITALIA
6729;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Sant'Orsola Terme;Trento;Trentino Alto Adige;ITALIA
6730;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Casier;Treviso;Veneto;ITALIA
6731;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Castelnuovo;Trento;Trentino Alto Adige;ITALIA
6732;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
6733;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6734;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Cassola;Vicenza;Veneto;ITALIA
6735;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6736;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Pescantina;Verona;Veneto;ITALIA
6737;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Sover;Trento;Trentino Alto Adige;ITALIA
6738;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Condino;Trento;Trentino Alto Adige;ITALIA
6739;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Bassano del Grappa;Vicenza;Veneto;ITALIA
6740;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Arco;Trento;Trentino Alto Adige;ITALIA
6741;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Locorotondo;Bari;Puglia;ITALIA
6742;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Schio;Vicenza;Veneto;ITALIA
6743;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OpenMove;Castiglione delle Stiviere;Mantova;Lombardia;ITALIA
6744;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Trebaseleghe;Padova;Veneto;ITALIA
6745;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Polpenazze del Garda;Brescia;Lombardia;ITALIA
6746;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Fonzaso;Belluno;Veneto;ITALIA
6747;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OpenMove;Spresiano;Treviso;Veneto;ITALIA
6748;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;NewSmartCard;Valeggio Sul Mincio;Verona;Veneto;ITALIA
6749;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Gardone Val Trompia;Brescia;Lombardia;ITALIA
6750;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Bondo;Trento;Trentino Alto Adige;ITALIA
6751;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Denno;Trento;Trentino Alto Adige;ITALIA
6752;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Mezzolombardo;Trento;Trentino Alto Adige;ITALIA
6753;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;Falcade;Belluno;Veneto;ITALIA
6754;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Napoli;Napoli;Campania;ITALIA
6755;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Bassano del Grappa;Vicenza;Veneto;ITALIA
6756;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
6757;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Castelfranco Veneto;Treviso;Veneto;ITALIA
6758;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Treviso;Treviso;Veneto;ITALIA
6759;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Levico Terme;Trento;Trentino Alto Adige;ITALIA
6760;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;Castelnuovo del Garda;Verona;Veneto;ITALIA
6761;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Lavis;Trento;Trentino Alto Adige;ITALIA
6762;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Isera;Trento;Trentino Alto Adige;ITALIA
6763;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Mel;Belluno;Veneto;ITALIA
6764;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Valdagno;Vicenza;Veneto;ITALIA
6765;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
6766;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Lanciano;Chieti;Abruzzo;ITALIA
6767;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
6768;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
6769;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Loreo;Rovigo;Veneto;ITALIA
6770;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Monasterolo del Castello;Bergamo;Lombardia;ITALIA
6771;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Desenzano del Garda;Brescia;Lombardia;ITALIA
6772;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Pozzallo;Ragusa;Sicilia;ITALIA
6773;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Albettone;Vicenza;Veneto;ITALIA
6774;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OpenMove;Levico Terme;Trento;Trentino Alto Adige;ITALIA
6775;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6776;ITALIA;Italiana;Centro Interdipartimentale Biologia Integrata- CIBio;Scienze e Tecnologie Biomolecolari;Corso di Laurea;OpenMove;Bolzano;Bolzano;Trentino Alto Adige;ITALIA
6777;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Bassano del Grappa;Vicenza;Veneto;ITALIA
6778;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6779;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Vermiglio;Trento;Trentino Alto Adige;ITALIA
6780;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Lavis;Trento;Trentino Alto Adige;ITALIA
6781;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio Sociale;Corso di Laurea;OldSmartCard;Ponte Nelle Alpi;Belluno;Veneto;ITALIA
6782;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OpenMove;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6783;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6784;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6785;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Denno;Trento;Trentino Alto Adige;ITALIA
6786;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OpenMove;Paese;Treviso;Veneto;ITALIA
6787;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio Sociale;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6788;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Cles;Trento;Trentino Alto Adige;ITALIA
6789;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
6790;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Caino;Brescia;Lombardia;ITALIA
6791;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Palermo;Palermo;Sicilia;ITALIA
6792;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Civezzano;Trento;Trentino Alto Adige;ITALIA
6793;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OldSmartCard;Roncone;Trento;Trentino Alto Adige;ITALIA
6794;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;CEMBRA LISIGNAGO;Trento;Trentino Alto Adige;ITALIA
6795;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Siror;Trento;Trentino Alto Adige;ITALIA
6796;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OpenMove;Fonzaso;Belluno;Veneto;ITALIA
6797;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OpenMove;Recoaro Terme;Vicenza;Veneto;ITALIA
6798;ROMANIA;Comunitaria;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Barcis;Udine;Friuli Venezia Giulia;ITALIA
6799;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Cavareno;Trento;Trentino Alto Adige;ITALIA
6800;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Drena;Trento;Trentino Alto Adige;ITALIA
6801;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;COMANO TERME;Trento;Trentino Alto Adige;ITALIA
6802;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6803;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Predazzo;Trento;Trentino Alto Adige;ITALIA
6804;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
6805;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Dueville;Vicenza;Veneto;ITALIA
6806;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Volta Mantovana;Mantova;Lombardia;ITALIA
6807;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;San Felice Sul Panaro;Modena;Emilia-Romagna;ITALIA
6808;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Agugliaro;Vicenza;Veneto;ITALIA
6809;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Cologna Veneta;Verona;Veneto;ITALIA
6810;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Feltre;Belluno;Veneto;ITALIA
6811;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6812;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6813;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Pasian di Prato;Udine;Friuli Venezia Giulia;ITALIA
6814;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;CASTEL IVANO;Trento;Trentino Alto Adige;ITALIA
6815;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Gaeta;Latina;Lazio;ITALIA
6816;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6817;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;PREDAIA;Trento;Trentino Alto Adige;ITALIA
6818;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Vicenza;Vicenza;Veneto;ITALIA
6819;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Raiano;L'Aquila;Abruzzo;ITALIA
6820;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6821;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;NewSmartCard;Catania;Catania;Sicilia;ITALIA
6822;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6823;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;NewSmartCard;Feltre;Belluno;Veneto;ITALIA
6824;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6825;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6826;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Forlì;Forlì-Cesena;Emilia-Romagna;ITALIA
6827;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
6828;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Montagnana;Padova;Veneto;ITALIA
6829;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6830;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Campofelice di Roccella;Palermo;Sicilia;ITALIA
6831;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Moglia;Mantova;Lombardia;ITALIA
6832;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Cles;Trento;Trentino Alto Adige;ITALIA
6833;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Pescantina;Verona;Veneto;ITALIA
6834;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OpenMove;Paese;Treviso;Veneto;ITALIA
6835;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Schio;Vicenza;Veneto;ITALIA
6836;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Albenga;Savona;Liguria;ITALIA
6837;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Arsiero;Vicenza;Veneto;ITALIA
6838;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Spormaggiore;Trento;Trentino Alto Adige;ITALIA
